ASV,superkingdom,phylum,class,order,family,genus,species,Trophic_level,Trophic_level_SE,Trophic_level_rank,Trophic_level_category,Environment,Prey_depth,In_NC,IUCN_status
BerryCrust_00000507,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00000520,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00000528,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00000529,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00000542,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000548,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000569,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus setiferus,3.58,0,Carnivore (3.1-3.5),Carnivore_one,Marine; brackish; benthic,benthic,Y,Not evaluated
BerryCrust_00000587,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000589,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000612,Eukaryota,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,Dyspanopeus sayi,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Benthic,benthic,Y,Not evaluated
BerryCrust_00000615,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00000622,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Arenaeus,Arenaeus cribrarius,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthopelagic,benthopelagic,Y,Not evaluated
BerryCrust_00000624,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Arenaeus,Arenaeus cribrarius,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthopelagic,benthopelagic,Y,Not evaluated
BerryCrust_00000625,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00000820,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00000822,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00000826,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00000830,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00000831,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00000843,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000850,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,Achelous gibbesii,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthopelagic,benthopelagic,Y,Not evaluated
BerryCrust_00000863,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000891,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000915,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000919,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000924,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00000926,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00001020,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001021,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001030,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001032,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001033,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001034,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001036,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001052,Eukaryota,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,Upogebia affinis,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Benthic,benthic,Y,Not evaluated
BerryCrust_00001054,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001081,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001237,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001252,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00001272,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,Achelous gibbesii,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthopelagic,benthopelagic,Y,Not evaluated
BerryCrust_00001319,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001390,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00001560,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001567,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001571,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00001573,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00001575,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001576,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00001579,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00001582,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00001583,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001584,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001588,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001589,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001592,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001594,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla empusa,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; benthic,benthic,Y,Not evaluated
BerryCrust_00001597,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001598,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001601,Eukaryota,Arthropoda,Malacostraca,Decapoda,Ovalipidae,Ovalipes,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001603,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001608,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001614,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001617,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001627,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001630,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001640,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001651,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001670,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001671,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001680,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001689,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,3.05,0,Planktivore (2.6-3.0),Planktivore_two,"Marine; brackish, freshwater; benthopelagic",benthopelagic,Y,Not evaluated
BerryCrust_00001750,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001755,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001759,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001762,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001775,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001784,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001801,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001807,Eukaryota,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula brevis,4.27,0,Carnivore (4.1-4.5),Carnivore_three,Benthic; brackish,benthic,Y,Data deficient
BerryCrust_00001815,Eukaryota,Arthropoda,Malacostraca,Decapoda,Ovalipidae,Ovalipes,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00001877,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes similis,3.05,0,Planktivore (2.6-3.0),Planktivore_two,Marine; brackish; benthopelagic,benthopelagic,Y,Not evaluated
BerryCrust_00001878,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,Achelous spinimanus,3.21,0,Carnivore (3.1-3.5),Carnivore_one,Marine; pelagic; tropical,pelagic,Y,Not evaluated
BerryCrust_00002114,Eukaryota,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
BerryCrust_00002195,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes similis,3.05,0,Planktivore (2.6-3.0),Planktivore_two,Marine; brackish; benthopelagic,benthopelagic,Y,Not evaluated
BerryCrust_00002322,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,3.21,0,Carnivore (3.1-3.5),Carnivore_one,NA,NA,Y,Not avaliable
